"","Var1","Var2","Freq"
"1349","","female_female_households","3rd Qu.:  43.0  "
"1350","","female_female_households","Max.   :6074.0  "
"1351","","female_female_households",NA
"1352","","four_more_cars","Min.   :     0.0  "
"1353","","four_more_cars","1st Qu.:   383.0  "
"1354","","four_more_cars","Median :   820.5  "
"1355","","four_more_cars","Mean   :  2417.7  "
"1356","","four_more_cars","3rd Qu.:  2031.8  "
"1357","","four_more_cars","Max.   :244068.0  "
"1358","","four_more_cars",NA
"1359","","   gini_index.V1   ","Min.   :-3.307360  "
"1360","","   gini_index.V1   ","1st Qu.:-0.666867  "
"1361","","   gini_index.V1   ","Median :-0.071351  "
"1362","","   gini_index.V1   ","Mean   : 0.000000  "
"1363","","   gini_index.V1   ","3rd Qu.: 0.607733  "
"1364","","   gini_index.V1   ","Max.   : 4.291080  "
"1365","","   gini_index.V1   ",""
"1366","","graduate_professional_degree","Min.   :     0.0  "
"1367","","graduate_professional_degree","1st Qu.:   385.2  "
"1368","","graduate_professional_degree","Median :  1044.5  "
"1369","","graduate_professional_degree","Mean   :  8119.2  "
"1370","","graduate_professional_degree","3rd Qu.:  3616.0  "
"1371","","graduate_professional_degree","Max.   :739973.0  "
"1372","","graduate_professional_degree",NA
"1373","","group_quarters","Min.   :     0.0  "
"1374","","group_quarters","1st Qu.:   192.2  "
"1375","","group_quarters","Median :   634.5  "
"1376","","group_quarters","Mean   :  2574.0  "
"1377","","group_quarters","3rd Qu.:  2239.2  "
"1378","","group_quarters","Max.   :175755.0  "
"1379","","group_quarters",NA
"1380","","high_school_including_ged.V1","Min.   :-0.371298  "
"1381","","high_school_including_ged.V1","1st Qu.:-0.317257  "
"1382","","high_school_including_ged.V1","Median :-0.245784  "
"1383","","high_school_including_ged.V1","Mean   : 0.000000  "
"1384","","high_school_including_ged.V1","3rd Qu.:-0.070853  "
"1385","","high_school_including_ged.V1","Max.   :27.472344  "
"1386","","high_school_including_ged.V1",""
"1387","","households_public_asst_or_food_stamps.V1","Min.   :-0.318924  "
"1388","","households_public_asst_or_food_stamps.V1","1st Qu.:-0.282532  "
"1389","","households_public_asst_or_food_stamps.V1","Median :-0.225099  "
"1390","","households_public_asst_or_food_stamps.V1","Mean   : 0.000000  "
"1391","","households_public_asst_or_food_stamps.V1","3rd Qu.:-0.088559  "
"1392","","households_public_asst_or_food_stamps.V1","Max.   :20.830904  "
"1393","","households_public_asst_or_food_stamps.V1",""
"1394","","in_grades_1_to_4","Min.   :     0.0  "
"1395","","in_grades_1_to_4","1st Qu.:   548.2  "
"1396","","in_grades_1_to_4","Median :  1286.5  "
"1397","","in_grades_1_to_4","Mean   :  5199.1  "
"1398","","in_grades_1_to_4","3rd Qu.:  3414.2  "
"1399","","in_grades_1_to_4","Max.   :480558.0  "
"1400","","in_grades_1_to_4",NA
"1401","","in_grades_5_to_8","Min.   :     0  "
"1402","","in_grades_5_to_8","1st Qu.:   554  "
"1403","","in_grades_5_to_8","Median :  1318  "
"1404","","in_grades_5_to_8","Mean   :  5250  "
"1405","","in_grades_5_to_8","3rd Qu.:  3491  "
"1406","","in_grades_5_to_8","Max.   :495202  "
"1407","","in_grades_5_to_8",NA
"1408","","in_grades_9_to_12","Min.   :     0.0  "
"1409","","in_grades_9_to_12","1st Qu.:   574.5  "
"1410","","in_grades_9_to_12","Median :  1351.0  "
"1411","","in_grades_9_to_12","Mean   :  5411.0  "
"1412","","in_grades_9_to_12","3rd Qu.:  3457.0  "
"1413","","in_grades_9_to_12","Max.   :559379.0  "
"1414","","in_grades_9_to_12",NA
"1415","","  in_school","Min.   :      5  "
"1416","","  in_school","1st Qu.:   2378  "
"1417","","  in_school","Median :   5868  "
"1418","","  in_school","Mean   :  26019  "
"1419","","  in_school","3rd Qu.:  16345  "
"1420","","  in_school","Max.   :2704769  "
"1421","","  in_school",NA
"1422","","in_undergrad_college","Min.   :     0  "
"1423","","in_undergrad_college","1st Qu.:   312  "
"1424","","in_undergrad_college","Median :   939  "
"1425","","in_undergrad_college","Mean   :  5951  "
"1426","","in_undergrad_college","3rd Qu.:  3360  "
"1427","","in_undergrad_college","Max.   :733891  "
"1428","","in_undergrad_college",NA
"1429","","less_than_high_school_graduate","Min.   :      4  "
"1430","","less_than_high_school_graduate","1st Qu.:   1022  "
"1431","","less_than_high_school_graduate","Median :   2532  "
"1432","","less_than_high_school_graduate","Mean   :   8732  "
"1433","","less_than_high_school_graduate","3rd Qu.:   5791  "
"1434","","less_than_high_school_graduate","Max.   :1485760  "
"1435","","less_than_high_school_graduate",NA
"1436","","male_45_64_associates_degree","Min.   :    0  "
"1437","","male_45_64_associates_degree","1st Qu.:  100  "
"1438","","male_45_64_associates_degree","Median :  258  "
"1439","","male_45_64_associates_degree","Mean   : 1002  "
"1440","","male_45_64_associates_degree","3rd Qu.:  752  "
"1441","","male_45_64_associates_degree","Max.   :79296  "
"1442","","male_45_64_associates_degree",NA
"1443","","male_45_64_bachelors_degree","Min.   :     0  "
"1444","","male_45_64_bachelors_degree","1st Qu.:   133  "
"1445","","male_45_64_bachelors_degree","Median :   358  "
"1446","","male_45_64_bachelors_degree","Mean   :  2338  "
"1447","","male_45_64_bachelors_degree","3rd Qu.:  1163  "
"1448","","male_45_64_bachelors_degree","Max.   :228239  "
"1449","","male_45_64_bachelors_degree",NA
"1450","","male_45_64_graduate_degree","Min.   :     0.0  "
"1451","","male_45_64_graduate_degree","1st Qu.:    57.0  "
"1452","","male_45_64_graduate_degree","Median :   184.0  "
"1453","","male_45_64_graduate_degree","Mean   :  1521.7  "
"1454","","male_45_64_graduate_degree","3rd Qu.:   661.8  "
"1455","","male_45_64_graduate_degree","Max.   :135957.0  "
"1456","","male_45_64_graduate_degree",NA
"1457","","male_45_64_less_than_9_grade","Min.   :     0.00  "
"1458","","male_45_64_less_than_9_grade","1st Qu.:    51.25  "
"1459","","male_45_64_less_than_9_grade","Median :   149.50  "
"1460","","male_45_64_less_than_9_grade","Mean   :   689.10  "
"1461","","male_45_64_less_than_9_grade","3rd Qu.:   382.00  "
"1462","","male_45_64_less_than_9_grade","Max.   :183991.00  "
"1463","","male_45_64_less_than_9_grade",NA
"1464","","male_45_64_grade_9_12","Min.   :     0.0  "
"1465","","male_45_64_grade_9_12","1st Qu.:   130.2  "
"1466","","male_45_64_grade_9_12","Median :   355.0  "
"1467","","male_45_64_grade_9_12","Mean   :   981.4  "
"1468","","male_45_64_grade_9_12","3rd Qu.:   792.0  "
"1469","","male_45_64_grade_9_12","Max.   :118105.0  "
"1470","","male_45_64_grade_9_12",NA
"1471","","male_45_64_high_school.V1","Min.   :-0.396252  "
"1472","","male_45_64_high_school.V1","1st Qu.:-0.333378  "
"1473","","male_45_64_high_school.V1","Median :-0.251587  "
"1474","","male_45_64_high_school.V1","Mean   : 0.000000  "
"1475","","male_45_64_high_school.V1","3rd Qu.:-0.057099  "
"1476","","male_45_64_high_school.V1","Max.   :26.423594  "
"1477","","male_45_64_high_school.V1",""
"1478","","male_45_64_some_college","Min.   :     3  "
"1479","","male_45_64_some_college","1st Qu.:   303  "
"1480","","male_45_64_some_college","Median :   698  "
"1481","","male_45_64_some_college","Mean   :  2641  "
"1482","","male_45_64_some_college","3rd Qu.:  1885  "
"1483","","male_45_64_some_college","Max.   :236108  "
"1484","","male_45_64_some_college",NA
"1485","","male_45_to_64","Min.   :     15  "
"1486","","male_45_to_64","1st Qu.:   1513  "
"1487","","male_45_to_64","Median :   3476  "
"1488","","male_45_to_64","Mean   :  13012  "
"1489","","male_45_to_64","3rd Qu.:   9064  "
"1490","","male_45_to_64","Max.   :1241160  "
"1491","","male_45_to_64",NA
"1492","","male_male_households","Min.   :   0.00  "
"1493","","male_male_households","1st Qu.:   0.00  "
"1494","","male_male_households","Median :   3.00  "
"1495","","male_male_households","Mean   :  66.66  "
"1496","","male_male_households","3rd Qu.:  26.00  "
"1497","","male_male_households","Max.   :9969.00  "
"1498","","male_male_households",NA
"1499","","management_business_sci_arts_employed","Min.   :     13  "
"1500","","management_business_sci_arts_employed","1st Qu.:   1284  "
"1501","","management_business_sci_arts_employed","Median :   3110  "
"1502","","management_business_sci_arts_employed","Mean   :  17948  "
"1503","","management_business_sci_arts_employed","3rd Qu.:   9513  "
"1504","","management_business_sci_arts_employed","Max.   :1749614  "
"1505","","management_business_sci_arts_employed",NA
"1506","","    no_car","Min.   :     0.0  "
"1507","","    no_car","1st Qu.:    82.0  "
"1508","","    no_car","Median :   238.5  "
"1509","","    no_car","Mean   :  2042.6  "
"1510","","    no_car","3rd Qu.:   684.8  "
"1511","","    no_car","Max.   :636105.0  "
"1512","","    no_car",NA
"1513","","    no_cars.V1     ","Min.   :-0.170160  "
"1514","","    no_cars.V1     ","1st Qu.:-0.158196  "
"1515","","    no_cars.V1     ","Median :-0.138853  "
"1516","","    no_cars.V1     ","Mean   : 0.000000  "
"1517","","    no_cars.V1     ","3rd Qu.:-0.088662  "
"1518","","    no_cars.V1     ","Max.   :29.633334  "
"1519","","    no_cars.V1     ",""
"1520","","not_us_citizen_pop","Min.   :      0.0  "
"1521","","not_us_citizen_pop","1st Qu.:     98.2  "
"1522","","not_us_citizen_pop","Median :    361.5  "
"1523","","not_us_citizen_pop","Mean   :   7109.4  "
"1524","","not_us_citizen_pop","3rd Qu.:   1697.0  "
"1525","","not_us_citizen_pop","Max.   :1711805.0  "
"1526","","not_us_citizen_pop",NA
"1527","","occupation_management_arts","Min.   :     13  "
"1528","","occupation_management_arts","1st Qu.:   1284  "
"1529","","occupation_management_arts","Median :   3110  "
"1530","","occupation_management_arts","Mean   :  17948  "
"1531","","occupation_management_arts","3rd Qu.:   9513  "
"1532","","occupation_management_arts","Max.   :1749614  "
"1533","","occupation_management_arts",NA
"1534","","occupation_natural_resources_construction_maintenance","Min.   :     0.0  "
"1535","","occupation_natural_resources_construction_maintenance","1st Qu.:   625.2  "
"1536","","occupation_natural_resources_construction_maintenance","Median :  1383.0  "
"1537","","occupation_natural_resources_construction_maintenance","Mean   :  4255.8  "
"1538","","occupation_natural_resources_construction_maintenance","3rd Qu.:  3336.0  "
"1539","","occupation_natural_resources_construction_maintenance","Max.   :367072.0  "
"1540","","occupation_natural_resources_construction_maintenance",NA
"1541","","occupation_production_transportation_material","Min.   :     0.0  "
"1542","","occupation_production_transportation_material","1st Qu.:   717.2  "
"1543","","occupation_production_transportation_material","Median :  1858.0  "
"1544","","occupation_production_transportation_material","Mean   :  5834.3  "
"1545","","occupation_production_transportation_material","3rd Qu.:  4711.2  "
"1546","","occupation_production_transportation_material","Max.   :615883.0  "
"1547","","occupation_production_transportation_material",NA
"1548","","occupation_sales_office","Min.   :      5.0  "
"1549","","occupation_sales_office","1st Qu.:    937.5  "
"1550","","occupation_sales_office","Median :   2341.0  "
"1551","","occupation_sales_office","Mean   :  11279.6  "
"1552","","occupation_sales_office","3rd Qu.:   6763.0  "
"1553","","occupation_sales_office","Max.   :1160343.0  "
"1554","","occupation_sales_office",NA
"1555","","occupation_services","Min.   :     0  "
"1556","","occupation_services","1st Qu.:   810  "
"1557","","occupation_services","Median :  1950  "
"1558","","occupation_services","Mean   :  8614  "
"1559","","occupation_services","3rd Qu.:  5528  "
"1560","","occupation_services","Max.   :912905  "
"1561","","occupation_services",NA
"1562","","   one_car","Min.   :      8  "
"1563","","   one_car","1st Qu.:   1250  "
"1564","","   one_car","Median :   2956  "
"1565","","   one_car","Mean   :  12563  "
"1566","","   one_car","3rd Qu.:   7923  "
"1567","","   one_car","Max.   :1130340  "
"1568","","   one_car",NA
"1569","","   two_cars","Min.   :     11  "
"1570","","   two_cars","1st Qu.:   1558  "
"1571","","   two_cars","Median :   3676  "
"1572","","   two_cars","Mean   :  14132  "
"1573","","   two_cars","3rd Qu.:   9940  "
"1574","","   two_cars","Max.   :1165144  "
"1575","","   two_cars",NA
"1576","","  three_cars","Min.   :     0.0  "
"1577","","  three_cars","1st Qu.:   752.5  "
"1578","","  three_cars","Median :  1692.5  "
"1579","","  three_cars","Mean   :  5374.3  "
"1580","","  three_cars","3rd Qu.:  4228.2  "
"1581","","  three_cars","Max.   :452347.0  "
"1582","","  three_cars",NA
"1583","","  pop_25_64","Min.   :     46  "
"1584","","  pop_25_64","1st Qu.:   5474  "
"1585","","  pop_25_64","Median :  13178  "
"1586","","  pop_25_64","Mean   :  53641  "
"1587","","  pop_25_64","3rd Qu.:  34296  "
"1588","","  pop_25_64","Max.   :5536867  "
"1589","","  pop_25_64",NA
"1590","","pop_determined_poverty_status","Min.   :     70  "
"1591","","pop_determined_poverty_status","1st Qu.:  10543  "
"1592","","pop_determined_poverty_status","Median :  24767  "
"1593","","pop_determined_poverty_status","Mean   :  99634  "
"1594","","pop_determined_poverty_status","3rd Qu.:  65120  "
"1595","","pop_determined_poverty_status","Max.   :9955473  "
"1596","","pop_determined_poverty_status",NA
"1597","","population_1_year_and_over","Min.   :     74  "
"1598","","population_1_year_and_over","1st Qu.:  10832  "
"1599","","population_1_year_and_over","Median :  25390  "
"1600","","population_1_year_and_over","Mean   : 100970  "
"1601","","population_1_year_and_over","3rd Qu.:  66822  "
"1602","","population_1_year_and_over","Max.   :9988370  "
"1603","","population_1_year_and_over",NA
"1604","","population_3_years_over","Min.   :     74  "
"1605","","population_3_years_over","1st Qu.:  10581  "
"1606","","population_3_years_over","Median :  24882  "
"1607","","population_3_years_over","Mean   :  98454  "
"1608","","population_3_years_over","3rd Qu.:  65377  "
"1609","","population_3_years_over","Max.   :9736069  "
"1610","","population_3_years_over",NA
"1611","","   poverty","Min.   :     10  "
"1612","","   poverty","1st Qu.:   1631  "
"1613","","   poverty","Median :   4120  "
"1614","","   poverty","Mean   :  14529  "
"1615","","   poverty","3rd Qu.:   9903  "
"1616","","   poverty","Max.   :1688505  "
"1617","","   poverty",NA
"1618","","sales_office_employed","Min.   :      5.0  "
"1619","","sales_office_employed","1st Qu.:    937.5  "
"1620","","sales_office_employed","Median :   2341.0  "
"1621","","sales_office_employed","Mean   :  11279.6  "
"1622","","sales_office_employed","3rd Qu.:   6763.0  "
"1623","","sales_office_employed","Max.   :1160343.0  "
"1624","","sales_office_employed",NA
"1625","","some_college_and_associates_degree","Min.   :     27  "
"1626","","some_college_and_associates_degree","1st Qu.:   2278  "
"1627","","some_college_and_associates_degree","Median :   5268  "
"1628","","some_college_and_associates_degree","Mean   :  20004  "
"1629","","some_college_and_associates_degree","3rd Qu.:  14181  "
"1630","","some_college_and_associates_degree","Max.   :1782880  "
"1631","","some_college_and_associates_degree",NA
"1632","","walked_to_work","Min.   :     0.0  "
"1633","","walked_to_work","1st Qu.:    98.0  "
"1634","","walked_to_work","Median :   242.5  "
"1635","","walked_to_work","Mean   :  1288.8  "
"1636","","walked_to_work","3rd Qu.:   678.5  "
"1637","","walked_to_work","Max.   :181289.0  "
"1638","","walked_to_work",NA
"1639","","worked_at_home","Min.   :     0  "
"1640","","worked_at_home","1st Qu.:   178  "
"1641","","worked_at_home","Median :   420  "
"1642","","worked_at_home","Mean   :  2237  "
"1643","","worked_at_home","3rd Qu.:  1226  "
"1644","","worked_at_home","Max.   :249490  "
"1645","","worked_at_home",NA
"1646","","workers_16_and_over","Min.   :     39  "
"1647","","workers_16_and_over","1st Qu.:   4471  "
"1648","","workers_16_and_over","Median :  10610  "
"1649","","workers_16_and_over","Mean   :  47241  "
"1650","","workers_16_and_over","3rd Qu.:  29006  "
"1651","","workers_16_and_over","Max.   :4685201  "
"1652","","workers_16_and_over",NA
"1653","","associates_degree","Min.   :     5.0  "
"1654","","associates_degree","1st Qu.:   605.2  "
"1655","","associates_degree","Median :  1476.5  "
"1656","","associates_degree","Mean   :  5702.6  "
"1657","","associates_degree","3rd Qu.:  4201.0  "
"1658","","associates_degree","Max.   :470973.0  "
"1659","","associates_degree",NA
"1660","","bachelors_degree","Min.   :      3  "
"1661","","bachelors_degree","1st Qu.:    782  "
"1662","","bachelors_degree","Median :   2016  "
"1663","","bachelors_degree","Mean   :  13169  "
"1664","","bachelors_degree","3rd Qu.:   6403  "
"1665","","bachelors_degree","Max.   :1384333  "
"1666","","bachelors_degree",NA
"1667","","high_school_diploma.V1","Min.   :-0.360214  "
"1668","","high_school_diploma.V1","1st Qu.:-0.308500  "
"1669","","high_school_diploma.V1","Median :-0.242809  "
"1670","","high_school_diploma.V1","Mean   : 0.000000  "
"1671","","high_school_diploma.V1","3rd Qu.:-0.074195  "
"1672","","high_school_diploma.V1","Max.   :28.648770  "
"1673","","high_school_diploma.V1",""
"1674","","less_one_year_college","Min.   :     0.0  "
"1675","","less_one_year_college","1st Qu.:   510.2  "
"1676","","less_one_year_college","Median :  1184.5  "
"1677","","less_one_year_college","Mean   :  4278.4  "
"1678","","less_one_year_college","3rd Qu.:  3221.5  "
"1679","","less_one_year_college","Max.   :306692.0  "
"1680","","less_one_year_college",NA
"1681","","masters_degree","Min.   :     0.0  "
"1682","","masters_degree","1st Qu.:   289.0  "
"1683","","masters_degree","Median :   789.5  "
"1684","","masters_degree","Mean   :  5778.1  "
"1685","","masters_degree","3rd Qu.:  2665.0  "
"1686","","masters_degree","Max.   :492924.0  "
"1687","","masters_degree",NA
"1688","","one_year_more_college","Min.   :     10  "
"1689","","one_year_more_college","1st Qu.:   1107  "
"1690","","one_year_more_college","Median :   2530  "
"1691","","one_year_more_college","Mean   :  10023  "
"1692","","one_year_more_college","3rd Qu.:   6816  "
"1693","","one_year_more_college","Max.   :1005215  "
"1694","","one_year_more_college",NA
"1695","","pop_25_years_over","Min.   :     64  "
"1696","","pop_25_years_over","1st Qu.:   7581  "
"1697","","pop_25_years_over","Median :  17773  "
"1698","","pop_25_years_over","Mean   :  68832  "
"1699","","pop_25_years_over","3rd Qu.:  45859  "
"1700","","pop_25_years_over","Max.   :6801851  "
"1701","","pop_25_years_over",NA
"1702","","commute_35_44_mins.V1","Min.   :-0.254918  "
"1703","","commute_35_44_mins.V1","1st Qu.:-0.238852  "
"1704","","commute_35_44_mins.V1","Median :-0.209485  "
"1705","","commute_35_44_mins.V1","Mean   : 0.000000  "
"1706","","commute_35_44_mins.V1","3rd Qu.:-0.122088  "
"1707","","commute_35_44_mins.V1","Max.   :28.684467  "
"1708","","commute_35_44_mins.V1",""
"1709","","commute_60_more_mins.V1","Min.   :-0.209600  "
"1710","","commute_60_more_mins.V1","1st Qu.:-0.194837  "
"1711","","commute_60_more_mins.V1","Median :-0.170702  "
"1712","","commute_60_more_mins.V1","Mean   : 0.000000  "
"1713","","commute_60_more_mins.V1","3rd Qu.:-0.110652  "
"1714","","commute_60_more_mins.V1","Max.   :31.362459  "
"1715","","commute_60_more_mins.V1",""
"1716","","commute_less_10_mins","Min.   :    15  "
"1717","","commute_less_10_mins","1st Qu.:  1021  "
"1718","","commute_less_10_mins","Median :  2326  "
"1719","","commute_less_10_mins","Mean   :  5704  "
"1720","","commute_less_10_mins","3rd Qu.:  5344  "
"1721","","commute_less_10_mins","Max.   :311229  "
"1722","","commute_less_10_mins",NA
"1723","","commuters_16_over","Min.   :     36  "
"1724","","commuters_16_over","1st Qu.:   4226  "
"1725","","commuters_16_over","Median :  10079  "
"1726","","commuters_16_over","Mean   :  45005  "
"1727","","commuters_16_over","3rd Qu.:  27950  "
"1728","","commuters_16_over","Max.   :4435711  "
"1729","","commuters_16_over",NA
"1730","","hispanic_any_race","Min.   :      0  "
"1731","","hispanic_any_race","1st Qu.:    323  "
"1732","","hispanic_any_race","Median :   1025  "
"1733","","hispanic_any_race","Mean   :  17986  "
"1734","","hispanic_any_race","3rd Qu.:   4868  "
"1735","","hispanic_any_race","Max.   :4893579  "
"1736","","hispanic_any_race",NA
"1737","","pop_5_years_over","Mode:logical  "
"1738","","pop_5_years_over","NA's:3142     "
"1739","","pop_5_years_over",NA
"1740","","pop_5_years_over",NA
"1741","","pop_5_years_over",NA
"1742","","pop_5_years_over",NA
"1743","","pop_5_years_over",NA
"1744","","speak_only_english_at_home","Mode:logical  "
"1745","","speak_only_english_at_home","NA's:3142     "
"1746","","speak_only_english_at_home",NA
"1747","","speak_only_english_at_home",NA
"1748","","speak_only_english_at_home",NA
"1749","","speak_only_english_at_home",NA
"1750","","speak_only_english_at_home",NA
"1751","","speak_spanish_at_home","Mode:logical  "
"1752","","speak_spanish_at_home","NA's:3142     "
"1753","","speak_spanish_at_home",NA
"1754","","speak_spanish_at_home",NA
"1755","","speak_spanish_at_home",NA
"1756","","speak_spanish_at_home",NA
"1757","","speak_spanish_at_home",NA
"1758","","speak_spanish_at_home_low_english","Mode:logical  "
"1759","","speak_spanish_at_home_low_english","NA's:3142     "
"1760","","speak_spanish_at_home_low_english",NA
"1761","","speak_spanish_at_home_low_english",NA
"1762","","speak_spanish_at_home_low_english",NA
"1763","","speak_spanish_at_home_low_english",NA
"1764","","speak_spanish_at_home_low_english",NA
"1765","","pop_15_and_over","Mode:logical  "
"1766","","pop_15_and_over","NA's:3142     "
"1767","","pop_15_and_over",NA
"1768","","pop_15_and_over",NA
"1769","","pop_15_and_over",NA
"1770","","pop_15_and_over",NA
"1771","","pop_15_and_over",NA
"1772","","pop_never_married","Mode:logical  "
"1773","","pop_never_married","NA's:3142     "
"1774","","pop_never_married",NA
"1775","","pop_never_married",NA
"1776","","pop_never_married",NA
"1777","","pop_never_married",NA
"1778","","pop_never_married",NA
"1779","","pop_now_married","Mode:logical  "
"1780","","pop_now_married","NA's:3142     "
"1781","","pop_now_married",NA
"1782","","pop_now_married",NA
"1783","","pop_now_married",NA
"1784","","pop_now_married",NA
"1785","","pop_now_married",NA
"1786","","pop_separated","Mode:logical  "
"1787","","pop_separated","NA's:3142     "
"1788","","pop_separated",NA
"1789","","pop_separated",NA
"1790","","pop_separated",NA
"1791","","pop_separated",NA
"1792","","pop_separated",NA
"1793","","pop_widowed","Mode:logical  "
"1794","","pop_widowed","NA's:3142     "
"1795","","pop_widowed",NA
"1796","","pop_widowed",NA
"1797","","pop_widowed",NA
"1798","","pop_widowed",NA
"1799","","pop_widowed",NA
"1800","","pop_divorced","Mode:logical  "
"1801","","pop_divorced","NA's:3142     "
"1802","","pop_divorced",NA
"1803","","pop_divorced",NA
"1804","","pop_divorced",NA
"1805","","pop_divorced",NA
"1806","","pop_divorced",NA
"1807","","   do_date","Min.   :20132017  "
"1808","","   do_date","1st Qu.:20132017  "
"1809","","   do_date","Median :20132017  "
"1810","","   do_date","Mean   :20132017  "
"1811","","   do_date","3rd Qu.:20132017  "
"1812","","   do_date","Max.   :20132017  "
"1813","","   do_date",NA
